document_name,pipeline_highlight,correction,quality,supposed_cause,context,correct_label
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,NA,Bursinia sicula Emeljanoy,false_negative,NA,"nine new records of Auchenorrhyncha (Bursinia sicula Emeljanoy, Chloriona sicula Matsumura, Eupteryx zelleri (Kirschbaum)",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,bush-land,false_negative,NA,"The plant is often 15 ft. high, and grows in clumps, several being associated together forming bush-land",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,tree,bushy tree,too_narrow,NA,The plant is a bushy tree with numerous interlacing branches,habitat
2012_Ozgen_Psyllids_Anatolie_translation,Cacopsylla,Cacopsylla bidens,too_narrow,NA,"These species were Cyamophila glycyrrhizae (Becker, 1864), Spanioneura pechai (Klimaszewski &Lodos, 1977), Homotoma ficus (Linnaeus, 1758), Euphyllura straminea Loginova, 1973,Trioza magnisetosa Loginova, 1964, Aphalara grandicula (Gegechkori, 1981), Trioza neglecta Loginova, 1978, Trioza remota Foerster, 1848, Cacopsylla permixta Burckhardt & Hodkinson, 1986, Cacopsylla bidens (Sulc, 1907), Cacopsylla marianne (Baeva, 1966), and Agonoscena pistaciae Burckhardt & Lauterer, 1989",taxon
2012_Ozgen_Psyllids_Anatolie_translation,Cacopsylla,"Cacopsylla bidens (Sulc, 1907)",too_narrow,NA,"These species were Cyamophila glycyrrhizae (Becker, 1864), Spanioneura pechai (Klimaszewski &Lodos, 1977), Homotoma ficus (Linnaeus, 1758), Euphyllura straminea Loginova, 1973,Trioza magnisetosa Loginova, 1964, Aphalara grandicula (Gegechkori, 1981), Trioza neglecta Loginova, 1978, Trioza remota Foerster, 1848, Cacopsylla permixta Burckhardt & Hodkinson, 1986, Cacopsylla bidens (Sulc, 1907), Cacopsylla marianne (Baeva, 1966), and Agonoscena pistaciae Burckhardt & Lauterer, 1989",taxon
2012_Ozgen_Psyllids_Anatolie_translation,Cacopsylla,Cacopsylla marianne,too_narrow,NA,"These species were Cyamophila glycyrrhizae (Becker, 1864), Spanioneura pechai (Klimaszewski &Lodos, 1977), Homotoma ficus (Linnaeus, 1758), Euphyllura straminea Loginova, 1973,Trioza magnisetosa Loginova, 1964, Aphalara grandicula (Gegechkori, 1981), Trioza neglecta Loginova, 1978, Trioza remota Foerster, 1848, Cacopsylla permixta Burckhardt & Hodkinson, 1986, Cacopsylla bidens (Sulc, 1907), Cacopsylla marianne (Baeva, 1966), and Agonoscena pistaciae Burckhardt & Lauterer, 1989",taxon
2012_Ozgen_Psyllids_Anatolie_translation,Cacopsylla,"Cacopsylla marianne (Baeva, 1966)",too_narrow,NA,"These species were Cyamophila glycyrrhizae (Becker, 1864), Spanioneura pechai (Klimaszewski &Lodos, 1977), Homotoma ficus (Linnaeus, 1758), Euphyllura straminea Loginova, 1973,Trioza magnisetosa Loginova, 1964, Aphalara grandicula (Gegechkori, 1981), Trioza neglecta Loginova, 1978, Trioza remota Foerster, 1848, Cacopsylla permixta Burckhardt & Hodkinson, 1986, Cacopsylla bidens (Sulc, 1907), Cacopsylla marianne (Baeva, 1966), and Agonoscena pistaciae Burckhardt & Lauterer, 1989",taxon
2012_Ozgen_Psyllids_Anatolie_translation,Cacopsylla,Cacopsylla permixta,too_narrow,NA,"These species were Cyamophila glycyrrhizae (Becker, 1864), Spanioneura pechai (Klimaszewski &Lodos, 1977), Homotoma ficus (Linnaeus, 1758), Euphyllura straminea Loginova, 1973,Trioza magnisetosa Loginova, 1964, Aphalara grandicula (Gegechkori, 1981), Trioza neglecta Loginova, 1978, Trioza remota Foerster, 1848, Cacopsylla permixta Burckhardt & Hodkinson, 1986, Cacopsylla bidens (Sulc, 1907), Cacopsylla marianne (Baeva, 1966), and Agonoscena pistaciae Burckhardt & Lauterer, 1989",taxon
2012_Ozgen_Psyllids_Anatolie_translation,Cacopsylla,"Cacopsylla permixta Burckhardt & Hodkinson, 1986",too_narrow,NA,"These species were Cyamophila glycyrrhizae (Becker, 1864), Spanioneura pechai (Klimaszewski &Lodos, 1977), Homotoma ficus (Linnaeus, 1758), Euphyllura straminea Loginova, 1973,Trioza magnisetosa Loginova, 1964, Aphalara grandicula (Gegechkori, 1981), Trioza neglecta Loginova, 1978, Trioza remota Foerster, 1848, Cacopsylla permixta Burckhardt & Hodkinson, 1986, Cacopsylla bidens (Sulc, 1907), Cacopsylla marianne (Baeva, 1966), and Agonoscena pistaciae Burckhardt & Lauterer, 1989",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Capsus,Capsus capil- Zaris,too_narrow,NA,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Caradrina,Caradrina conducta,too_narrow,NA,Perigea conducta Wik. (Caradrina conducta Wik.),taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,carpel,false_negative,NA,"When the carpel becomes the fruit the layers are three, the skin or epicarp, the flesh or mesocarp, and the inner stony endocarp, ",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Cat's-sloes,false_negative,NA,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Cecidomyia,Cecidomyia praniand,too_narrow,NA,It is also galled by Cecidomyia praniand Biorhiza terminalis;,taxon
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Chloriona,Chloriona sicula,too_narrow,NA,"nine new records of Auchenorrhyncha (Bursinia sicula Emeljanoy, Chloriona sicula Matsumura, Eupteryx zelleri (Kirschbaum)",taxon
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Chloriona,Chloriona sicula Matsumura,too_narrow,NA,"nine new records of Auchenorrhyncha (Bursinia sicula Emeljanoy, Chloriona sicula Matsumura, Eupteryx zelleri (Kirschbaum)",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Cladosporium,false_negative,NA,"Many larger fungi grow on it: Stereum, Podosphera, Eutypella, Polystigma, Plowrightia, Polyporus, Hypocmis, Entomospo- rium, Corynum, Cladosporium.",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Coleoptera,Coleoptera (Nitidulide),too_narrow,NA,"Coleoptera (Nitidulide), Lepidoptera (Vanessa).",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Bramble,Common Bramble,too_narrow,NA,"The Common Bramble is not only a prevalent hedgerow plant, but it is often one of the chief mainstays of common undergrowth, and forms wide patches on heaths and moors,",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,common undergrowth,false_negative,NA,"The Common Bramble is not only a prevalent hedgerow plant, but it is often one of the chief mainstays of common undergrowth, and forms wide patches on heaths and moors,",habitat
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Copepod,false_negative,NA,Description of a new species of Copepod Harpacticoide caveman,habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Cornel,false_negative,NA,"It is found not only by the highway, with Spindle, Maple, Crab, Hawthorn, Cornel, and Elder, but also in the hedgerows, in fields, and in woods",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Corynum,false_negative,NA,"Many larger fungi grow on it: Stereum, Podosphera, Eutypella, Polystigma, Plowrightia, Polyporus, Hypocmis, Entomospo- rium, Corynum, Cladosporium.",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Crab,false_negative,NA,"It is found not only by the highway, with Spindle, Maple, Crab, Hawthorn, Cornel, and Elder, but also in the hedgerows, in fields, and in woods",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Crawpea ,false_negative,NA,"Yellow Tar, Yellow Fitchling, Lady’s Fingers, Mouse Pea, Crawpea, Tom Thumb Vetchling. ",habitat
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Crespedolepta flavipennis,false_negative,NA,#Crespedolepta flavipennis (Forst.) (= Aphalara pieta Auet.),taxon
2012_Ozgen_Psyllids_Anatolie_translation,Cyamophila,Cyamophila glycyrrhizae,too_narrow,NA,"These species were Cyamophila glycyrrhizae (Becker, 1864), Spanioneura pechai (Klimaszewski &Lodos, 1977), Homotoma ficus (Linnaeus, 1758), Euphyllura straminea Loginova, 1973,Trioza magnisetosa Loginova, 1964, Aphalara grandicula (Gegechkori, 1981), Trioza neglecta Loginova, 1978, Trioza remota Foerster, 1848, Cacopsylla permixta Burckhardt & Hodkinson, 1986, Cacopsylla bidens (Sulc, 1907), Cacopsylla marianne (Baeva, 1966), and Agonoscena pistaciae Burckhardt & Lauterer, 1989",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Diptera Bom- new bilids,false_negative,NA,Ditteri Bombilidi for peninsular Italy.,taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,drupe,false_negative,NA,"The fruit is a drupe, the flesh adhering to the stone, round. ",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Eggpeg Bushes,false_negative,NA,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Elder,false_negative,NA,"It is found not only by the highway, with Spindle, Maple, Crab, Hawthorn, Cornel, and Elder, but also in the hedgerows, in fields, and in woods",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Empida,false_negative,outdated_term,"Hymenoptera (Apidae), Diptera (Empida",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Entomosporium,false_negative,pattern_recognition,"Many larger fungi grow on it: Stereum, Podosphera, Eutypella, Polystigma, Plowrightia, Polyporus, Hypocmis, Entomospo- rium, Corynum, Cladosporium.",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,epicarp,false_negative,pattern_recognition,"When the carpel becomes the fruit the layers are three, the skin or epicarp, the flesh or mesocarp, and the inner stony endocarp, ",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,Eriocampa,Eriocampa adumbrata,too_narrow,pattern_recognition,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Eriophyes similis,false_negative,pattern_recognition,Eriophyes similis is a gall that attacks it. ,taxon
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Eupteryx ,Eupteryx zelleri,too_narrow,pattern_recognition,"nine new records of Auchenorrhyncha (Bursinia sicula Emeljanoy, Chloriona sicula Matsumura, Eupteryx zelleri (Kirschbaum)",taxon
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,NA,Euscelis cf. ohausi,false_negative,pattern_recognition,"(Bursinia sicula Emeljanoy, Chloriona sicula Matsumura, Eupteryx zelleri (Kirschbaum), Euscelis cf. ohausi Wagner, Opsius cypriacus Lindberg, Paralimnus phragmitis (Boheman)",taxon
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,Euscelis,Euscelis cf. ohausi Wagner,false_negative,pattern_recognition,"(Bursinia sicula Emeljanoy, Chloriona sicula Matsumura, Eupteryx zelleri (Kirschbaum), Euscelis cf. ohausi Wagner, Opsius cypriacus Lindberg, Paralimnus phragmitis (Boheman)",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Eutypella,false_negative,pattern_recognition,"Many larger fungi grow on it: Stereum, Podosphera, Eutypella, Polystigma, Plowrightia, Polyporus, Hypocmis, Entomospo- rium, Corynum, Cladosporium.",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Fagus silvatica,Fagus silvatica L.,too_narrow,pattern_recognition,on Fagus silvatica L. ,taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Fam. Livupas F. Lév.,false_negative,pattern_recognition,"Fam. Livupas F. Lév. ; Livia juncorum (Latr.) - Trentino, Mattarello, in Juncus #P »1X-1948;",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,flesh,flesh,wrong_label,pattern_recognition,"The fruit is a drupe, the flesh adhering to the stone, round. ",NA
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Flor,false_negative,pattern_recognition," Gammatosena speciosa (Flor) - Francia mex., Mens, on Populus nigra L., un to exemplary.",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,flower,flower-stalk,too_narrow,pattern_recognition,"Lathyrus pratensis, L.—Stem climbing, angled, not winged, tendrils small, leaflets 2, narrow, lanceolate, stipules sagittate, as long as leaflets; flowers yellow, veined, flower-stalk many-flowered, in raceme, secund, hile small.",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,FLOWERS,false_negative,pattern_recognition,158 FLOWERS OF THE ROADSIDES AND HEDGES ,habitat
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Forst.,false_negative,pattern_recognition,"None Val Genova, Todesca, on 'Lis (Weber et Mohr) - Trentino,; x Aphalara erie ee trentino, Molveno, on Polygonum fagopyrum L",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,Fraxinus ornus,Fraxinus ornus Ls,too_narrow,pattern_recognition,"ynao4s, Payllopsis fraxini (Linn,) - France Wed, Mens, on Fraxinus ornus Ls,",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,fruit,false_negative,pattern_recognition,"he fruit is edible, and the seed is dispersed by animals.",habitat
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Gammatosena speciosa ,false_negative,pattern_recognition," Gammatosena speciosa (Flor) - Francia mex., Mens, on Populus nigra L., un to exemplary.",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Gammatosena speciosa (Flor),false_negative,pattern_recognition,"Gammatosena speciosa (Flor) - Francia mex., Mens, on Populus nigra L., un to exemplary.",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Grey Dagger,false_negative,pattern_recognition,"Otiorhynchus picipes, Monochetus sulcatus, Magdalinus prani, Rhynchites auratus, the Hymenopterous insects Andrena bucephala, Eriocampa adumbrata, Lepidoptera Black — Hairstreak (Thecla pruni), Scarlet T (Callimorpha dominula), Vellow Tail Moth (Liparis auriflua), Grey Dagger (Aeronyata psi), White-lewter Hair- streak (Thecla W. album), Brown Hairstreak (7: detule), Short-cloaked Moth (Nola cucullatella), &c., and the Homopterous Capsus capilZaris",taxon
1955_Tamanini_Cacopsylla_pruni_Italie_première_identification_translation,NA,Harpacticoide caveman,false_negative,pattern_recognition,Description of a new species of Copepod Harpacticoide caveman,taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Hawthorn,false_negative,pattern_recognition,"It is found not only by the highway, with Spindle, Maple, Crab, Hawthorn, Cornel, and Elder, but also in the hedgerows, in fields, and in woods",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,heaths,false_negative,pattern_recognition,"The Common Bramble is not only a prevalent hedgerow plant, but it is often one of the chief mainstays of common undergrowth, and forms wide patches on heaths and moors,",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Hedge Picks,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Hedge Speaks,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,hedgerows,false_negative,pattern_recognition,"It is found not only by the highway, with Spindle, Maple, Crab, Hawthorn, Cornel, and Elder, but also in the hedgerows, in fields, and in woods",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,HEDGES,false_negative,pattern_recognition,158 FLOWERS OF THE ROADSIDES AND HEDGES ,habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Heg Peg Bushes,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat
2020_Gjonov_New_records_of_Hemiptera_from_the_Maltese_Islands_Cacopsylla_pruni_Malta_copie,NA,Hemipteran,false_negative,pattern_recognition,"Hemipteran material collected from the Maltese Islands has yielded eleven species previously unrecorded, belonging to three different suborders as follows: ",taxon
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,Hep,false_negative,pattern_recognition,"Blackberry, Blackthorn, Blackthorn-May, Buckthorn, Bullens, Bullies, Bullins, Bullister, Cat's-sloes, Eggpeg Bushes, Hedge Picks, Hedge Speaks, Heg Peg Bushes, Hep, Winter Kecksies, May Blackthorn, Quick Scrog, Skig Slaathorn, Slacen-bush, Slan, Slaunbush, 5 ion, Slone Bloom, Sloobush, Slines, Snag, Snagbush, Winter Picks",habitat
1919_Horwood_blackthorn_Cacopsylla_pruni_UK_translation,NA,highland,false_negative,pattern_recognition,indiscriminately common to both highland and lowland districts,habitat
